stale_test_id,website_id,stale_version,required_version,scenario,expected_behavior,added_cover_gap,split,stale_relation
ST0387,W187,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-187-0387.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0388,W188,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-188-0388.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0389,W189,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-189-0389.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0390,W190,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-190-0390.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0391,W191,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-191-0391.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0392,W192,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-192-0392.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0393,W193,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-193-0393.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0394,W194,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-194-0394.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0395,W195,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-195-0395.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0396,W196,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-196-0396.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0397,W197,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-197-0397.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0398,W198,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-198-0398.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
