question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type,version_a,version_b,snapshot_version,stale_case_id,conflict_id,gold_answer,gold_available,gold_derivation,supporting_chunk_ids,citation_required_document_ids,retrieval_needed
Q01632,W063,train,V10,comparison,"Between V09 and V10, what changed for the reservation workflow on TRA-04-300? Benchmark case TRAIN-TRA-04-300-19.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V09,V10,,,,Between V09 and V10 the policy page changed in: workflow: 'luggage' -> 'transfer'; action1: 'check-in' -> 'cancellation'; record: 'reservation' -> 'luggage'; action2: 'modification' -> 'cancellation'; th: '14' -> '75'; sv: '73' -> '240'; day: 'Saturday' -> 'Sunday'; time: '12:00' -> '13:00'; min: '195' -> '118'.,yes,comparison_policy_doc_diff,"[""W063_V09_P03_C1"", ""W063_V09_P03_C2"", ""W063_V10_P03_C1"", ""W063_V10_P03_C2""]","[""W063_V09_P03"", ""W063_V10_P03""]",yes
Q01633,W063,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting modification on TRA-04-300? Benchmark case TRAIN-TRA-04-300-20.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,,V01,,,,No predecessor version exists; V01 is the initial release and has no lifecycle change to classify.,yes,change_detection_initial_release,"[""W063_V01_P04_C1"", ""W063_V01_P04_C2""]","[""W063_V01_P04""]",yes
Q01634,W063,train,V02,policy,What is the current operating rule for modification in the East profile of Cedar Travel East? Benchmark case TRAIN-TRA-04-300-21.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V02) recorded on the FAQ page is: Reference TRA-04-300-02-05-02167 governs the frequently asked questions for Cedar Travel East. The transfer workflow supports modification and records transfer information under the East operating profile. Version 2 specifies a threshold of 55 units and a listed service value of 372 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 93 minutes. For modification, the requester follows the site-specific verification route associated with reference TRA-04-300-02-05-02167.",yes,policy_faq_doc,"[""W063_V02_P05_C1"", ""W063_V02_P05_C2""]","[""W063_V02_P05""]",yes
Q01635,W063,train,V03,requirement,What information is required before modification for reference TRA-04-300 in V03? Benchmark case TRAIN-TRA-04-300-22.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V03) is defined on the requirements page: Reference TRA-04-300-03-06-03489 governs the eligibility and requirements for Cedar Travel East. The route workflow supports check-in and records transfer information under the East operating profile. Version 3 specifies a threshold of 34 units and a listed service value of 431 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 148 minutes. For transfer, the requester follows the site-specific verification route associated with reference TRA-04-300-03-06-03489.",yes,requirement_doc,"[""W063_V03_P06_C1"", ""W063_V03_P06_C2""]","[""W063_V03_P06""]",yes
Q01636,W063,train,V04,stale,"If the index still contains V02 for TRA-04-300, can it safely answer a current question about reservation? Benchmark case TRAIN-TRA-04-300-23.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V02,V04,V02,ST0463,,"Stale: the index contains V02 while the current release is V04; selective refresh of the schedule page chunks [W063_V02_P07_C1, W063_V02_P07_C2, W063_V04_P07_C1, W063_V04_P07_C2] from V02 to V04 is required before answering.",yes,stale_case_linked,"[""W063_V02_P07_C1"", ""W063_V02_P07_C2"", ""W063_V04_P07_C1"", ""W063_V04_P07_C2""]","[""W063_V02_P07"", ""W063_V04_P07""]",yes
Q01637,W063,train,V05,conflict,"If an older security snapshot disagrees with the latest TRA-04-300 release about modification, which source should govern the answer? Benchmark case TRAIN-TRA-04-300-24.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V03,V05,V03,,CF0063,The latest authoritative security release (V05) governs; the older snapshot (V03) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W063_V05_P08_C1"", ""W063_V05_P08_C2""]","[""W063_V03_P08"", ""W063_V05_P08""]",yes
Q01638,W063,train,V06,multi_document,"For TRA-04-300, combine the services and support guidance to explain how modification is handled. Benchmark case TRAIN-TRA-04-300-25.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V06): services page says Reference TRA-04-300-06-09-07455 governs the available services for Cedar Travel East. The route workflow supports modification and records boarding pass information under the East operating profile. Version 6 specifies a threshold of 50 units and a listed service value of 187 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 132 minutes. For booking, the requester follows the site-specific verification route associated with reference TRA-04-300-06-09-07455. support page says Reference TRA-04-300-06-04-05890 governs the support procedure for Cedar Travel East. The reservation workflow supports booking and records reservation information under the East operating profile. Version 6 specifies a threshold of 65 units and a listed service value of 306 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 196 minutes. For transfer, the requester follows the site-specific verification route associated with reference TRA-04-300-06-04-05890.",yes,multi_document_services_support,"[""W063_V06_P09_C1"", ""W063_V06_P09_C2"", ""W063_V06_P04_C1"", ""W063_V06_P04_C2""]","[""W063_V06_P09"", ""W063_V06_P04""]",yes
Q01639,W064,train,V01,policy,What is the current operating rule for upgrade in the West profile of Cedar Hospitality West? Benchmark case TRAIN-HOS-04-337-00.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V01) recorded on the FAQ page is: Reference HOS-04-337-01-05-09077 governs the frequently asked questions for Cedar Hospitality West. The reservation workflow supports check-in and records reservation information under the West operating profile. Version 1 specifies a threshold of 13 units and a listed service value of 125 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 125 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-04-337-01-05-09077.",yes,policy_faq_doc,"[""W064_V01_P05_C1"", ""W064_V01_P05_C2""]","[""W064_V01_P05""]",yes
Q01640,W064,train,V02,requirement,What information is required before upgrade for reference HOS-04-337 in V02? Benchmark case TRAIN-HOS-04-337-01.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V02) is defined on the requirements page: Reference HOS-04-337-02-06-10399 governs the eligibility and requirements for Cedar Hospitality West. The facility workflow supports upgrade and records reservation information under the West operating profile. Version 2 specifies a threshold of 71 units and a listed service value of 184 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 180 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-04-337-02-06-10399.",yes,requirement_doc,"[""W064_V02_P06_C1"", ""W064_V02_P06_C2""]","[""W064_V02_P06""]",yes
Q01641,W064,train,V03,stale,"If the index still contains V01 for HOS-04-337, can it safely answer a current question about package? Benchmark case TRAIN-HOS-04-337-02.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V03,V01,ST1064,,"Stale: the index contains V01 while the current release is V03; selective refresh of the schedule page chunks [W064_V01_P07_C1, W064_V01_P07_C2, W064_V03_P07_C1, W064_V03_P07_C2] from V01 to V03 is required before answering.",yes,stale_case_linked,"[""W064_V01_P07_C1"", ""W064_V01_P07_C2"", ""W064_V03_P07_C1"", ""W064_V03_P07_C2""]","[""W064_V01_P07"", ""W064_V03_P07""]",yes
Q01642,W064,train,V04,conflict,"If an older security snapshot disagrees with the latest HOS-04-337 release about upgrade, which source should govern the answer? Benchmark case TRAIN-HOS-04-337-03.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V02,V04,V02,,CF0064,The latest authoritative security release (V04) governs; the older snapshot (V02) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W064_V04_P08_C1"", ""W064_V04_P08_C2""]","[""W064_V02_P08"", ""W064_V04_P08""]",yes
Q01643,W064,train,V05,multi_document,"For HOS-04-337, combine the services and support guidance to explain how upgrade is handled. Benchmark case TRAIN-HOS-04-337-04.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V05): services page says Reference HOS-04-337-05-09-14365 governs the available services for Cedar Hospitality West. The facility workflow supports check-in and records guest information under the West operating profile. Version 5 specifies a threshold of 87 units and a listed service value of 361 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 164 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-04-337-05-09-14365. support page says Reference HOS-04-337-05-04-12800 governs the support procedure for Cedar Hospitality West. The package workflow supports cancellation and records package information under the West operating profile. Version 5 specifies a threshold of 23 units and a listed service value of 59 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 47 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-04-337-05-04-12800.",yes,multi_document_services_support,"[""W064_V05_P09_C1"", ""W064_V05_P09_C2"", ""W064_V05_P04_C1"", ""W064_V05_P04_C2""]","[""W064_V05_P09"", ""W064_V05_P04""]",yes
Q01644,W064,train,V06,retrieval_control,Control HOS-04-337-05: what is 987 + 337? Benchmark case TRAIN-HOS-04-337-05.,Answer 1324 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,987 + 337 = 1324.,yes,retrieval_control_arithmetic,[],[],no
Q01645,W064,train,V07,freshness,"For Cedar Hospitality West (HOS-04-337), what is the current published value associated with package in version V07? Benchmark case TRAIN-HOS-04-337-06.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V07 for the overview page: threshold 75 units, listed service value 296 units (reference HOS-04-337-07-01-13879, West profile).",yes,freshness_overview_doc,"[""W064_V07_P01_C1"", ""W064_V07_P01_C2""]","[""W064_V07_P01""]",yes
Q01646,W064,train,V08,historical,"In website HOS-04-337, what did the pricing guidance say in V08, and how is that different from the current release? Benchmark case TRAIN-HOS-04-337-07.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V08,,,,,"In V08 the pricing guidance was: Reference HOS-04-337-08-02-15201 governs the pricing and commercial terms for Cedar Hospitality West. The service workflow supports check-in and records room information under the West operating profile. Version 8 specifies a threshold of 54 units and a listed service value of 355 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 95 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-04-337-08-02-15201. Difference from the current release (V10): workflow: 'service' -> 'reservation'; action1: 'check-in' -> 'amenity access'; record: 'room' -> 'facility'; action2: 'check-in' -> 'checkout'; th: '54' -> '18'; sv: '355' -> '268'; day: 'Tuesday' -> 'Thursday'; time: '08:00' -> '10:00'; min: '95' -> '122'.",yes,historical_pricing_doc_and_diff,"[""W064_V08_P02_C1"", ""W064_V08_P02_C2""]","[""W064_V08_P02"", ""W064_V10_P02""]",yes
