document_id,website_id,version,page_id,page_type,title,url_path,content
W007_V03_P04,W007,V03,P04,support,Support Procedure,/support/INS-01-222/v3/,"Reference INS-01-222-03-04-59399 governs the support procedure for Atlas Insurance Metro. The renewal workflow supports claim submission and records renewal information under the Metro operating profile. Version 3 specifies a threshold of 82 units and a listed service value of 75 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 51 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-03-04-59399."
W007_V03_P05,W007,V03,P05,faq,Frequently Asked Questions,/faq/INS-01-222/v3/,"Reference INS-01-222-03-05-59712 governs the frequently asked questions for Atlas Insurance Metro. The claim workflow supports claim submission and records coverage information under the Metro operating profile. Version 3 specifies a threshold of 79 units and a listed service value of 388 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 183 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-03-05-59712."
W007_V03_P06,W007,V03,P06,requirements,Eligibility And Requirements,/requirements/INS-01-222/v3/,"Reference INS-01-222-03-06-60025 governs the eligibility and requirements for Atlas Insurance Metro. The policy workflow supports claim submission and records beneficiary information under the Metro operating profile. Version 3 specifies a threshold of 76 units and a listed service value of 280 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 134 minutes. For renewal, the requester follows the site-specific verification route associated with reference INS-01-222-03-06-60025."
W007_V03_P07,W007,V03,P07,schedule,Timing And Scheduling,/schedule/INS-01-222/v3/,"Reference INS-01-222-03-07-60338 governs the timing and scheduling for Atlas Insurance Metro. The beneficiary workflow supports assessment and records policy information under the Metro operating profile. Version 3 specifies a threshold of 73 units and a listed service value of 172 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 85 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-03-07-60338."
W007_V03_P08,W007,V03,P08,security,Security And Access,/security/INS-01-222/v3/,"Reference INS-01-222-03-08-60651 governs the security and access for Atlas Insurance Metro. The document workflow supports assessment and records renewal information under the Metro operating profile. Version 3 specifies a threshold of 70 units and a listed service value of 64 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 36 minutes. For claim submission, the requester follows the site-specific verification route associated with reference INS-01-222-03-08-60651."
W007_V03_P09,W007,V03,P09,services,Available Services,/services/INS-01-222/v3/,"Reference INS-01-222-03-09-60964 governs the available services for Atlas Insurance Metro. The coverage workflow supports assessment and records coverage information under the Metro operating profile. Version 3 specifies a threshold of 67 units and a listed service value of 377 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 168 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-03-09-60964."
W007_V03_P10,W007,V03,P10,contact,Contact Information,/contact/INS-01-222/v3/,"Reference INS-01-222-03-10-61277 governs the contact information for Atlas Insurance Metro. The renewal workflow supports appeal and records beneficiary information under the Metro operating profile. Version 3 specifies a threshold of 64 units and a listed service value of 269 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 119 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-03-10-61277."
W007_V04_P01,W007,V04,P01,overview,Service Overview,/overview/INS-01-222/v4/,"Reference INS-01-222-04-01-59469 governs the service overview for Atlas Insurance Metro. The document workflow supports claim submission and records claim information under the Metro operating profile. Version 4 specifies a threshold of 73 units and a listed service value of 145 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 121 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-04-01-59469."
W007_V04_P02,W007,V04,P02,pricing,Pricing And Commercial Terms,/pricing/INS-01-222/v4/,"Reference INS-01-222-04-02-59782 governs the pricing and commercial terms for Atlas Insurance Metro. The coverage workflow supports claim submission and records coverage information under the Metro operating profile. Version 4 specifies a threshold of 70 units and a listed service value of 37 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 72 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-04-02-59782."
W007_V04_P03,W007,V04,P03,policy,Operating Policy,/policy/INS-01-222/v4/,"Reference INS-01-222-04-03-60095 governs the operating policy for Atlas Insurance Metro. The renewal workflow supports claim submission and records document information under the Metro operating profile. Version 4 specifies a threshold of 67 units and a listed service value of 350 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 23 minutes. For renewal, the requester follows the site-specific verification route associated with reference INS-01-222-04-03-60095."
W007_V04_P04,W007,V04,P04,support,Support Procedure,/support/INS-01-222/v4/,"Reference INS-01-222-04-04-60408 governs the support procedure for Atlas Insurance Metro. The claim workflow supports assessment and records policy information under the Metro operating profile. Version 4 specifies a threshold of 64 units and a listed service value of 242 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 155 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-04-04-60408."
W007_V04_P05,W007,V04,P05,faq,Frequently Asked Questions,/faq/INS-01-222/v4/,"Reference INS-01-222-04-05-60721 governs the frequently asked questions for Atlas Insurance Metro. The policy workflow supports assessment and records claim information under the Metro operating profile. Version 4 specifies a threshold of 61 units and a listed service value of 134 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 106 minutes. For claim submission, the requester follows the site-specific verification route associated with reference INS-01-222-04-05-60721."
