question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type
Q00455,W018,train,V03,freshness,"For Atlas Logistics Highland (LOG-01-629), what is the current published value associated with shipment in version V03? Benchmark case TRAIN-LOG-01-629-12.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00456,W018,train,V04,historical,"In website LOG-01-629, what did the pricing guidance say in V04, and how is that different from the current release? Benchmark case TRAIN-LOG-01-629-13.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00457,W018,train,V05,comparison,"Between V04 and V05, what changed for the shipment workflow on LOG-01-629? Benchmark case TRAIN-LOG-01-629-14.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00458,W018,train,V06,change_detection,Which lifecycle change type should be assigned to the V06 update affecting claim on LOG-01-629? Benchmark case TRAIN-LOG-01-629-15.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00459,W018,train,V07,policy,What is the current operating rule for claim in the Highland profile of Atlas Logistics Highland? Benchmark case TRAIN-LOG-01-629-16.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00460,W018,train,V08,requirement,What information is required before claim for reference LOG-01-629 in V08? Benchmark case TRAIN-LOG-01-629-17.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00461,W018,train,V09,stale,"If the index still contains V07 for LOG-01-629, can it safely answer a current question about shipment? Benchmark case TRAIN-LOG-01-629-18.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00462,W018,train,V10,conflict,"If an older security snapshot disagrees with the latest LOG-01-629 release about claim, which source should govern the answer? Benchmark case TRAIN-LOG-01-629-19.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00463,W018,train,V01,multi_document,"For LOG-01-629, combine the services and support guidance to explain how claim is handled. Benchmark case TRAIN-LOG-01-629-20.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00464,W018,train,V02,retrieval_control,Control LOG-01-629-21: what is 311 + 261? Benchmark case TRAIN-LOG-01-629-21.,Answer 572 without corpus retrieval.,retrieval_not_needed,no,contact
Q00465,W018,train,V03,freshness,"For Atlas Logistics Highland (LOG-01-629), what is the current published value associated with shipment in version V03? Benchmark case TRAIN-LOG-01-629-22.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00466,W018,train,V04,historical,"In website LOG-01-629, what did the pricing guidance say in V04, and how is that different from the current release? Benchmark case TRAIN-LOG-01-629-23.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00467,W018,train,V05,comparison,"Between V04 and V05, what changed for the shipment workflow on LOG-01-629? Benchmark case TRAIN-LOG-01-629-24.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00468,W018,train,V06,change_detection,Which lifecycle change type should be assigned to the V06 update affecting claim on LOG-01-629? Benchmark case TRAIN-LOG-01-629-25.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00469,W019,train,V01,retrieval_control,Control NON-01-666-00: what is 217 + 367? Benchmark case TRAIN-NON-01-666-00.,Answer 584 without corpus retrieval.,retrieval_not_needed,no,contact
Q00470,W019,train,V02,freshness,"For Atlas Nonprofit River (NON-01-666), what is the current published value associated with grant in version V02? Benchmark case TRAIN-NON-01-666-01.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00471,W019,train,V03,historical,"In website NON-01-666, what did the pricing guidance say in V03, and how is that different from the current release? Benchmark case TRAIN-NON-01-666-02.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00472,W019,train,V04,comparison,"Between V03 and V04, what changed for the grant workflow on NON-01-666? Benchmark case TRAIN-NON-01-666-03.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00473,W019,train,V05,change_detection,Which lifecycle change type should be assigned to the V05 update affecting review on NON-01-666? Benchmark case TRAIN-NON-01-666-04.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00474,W019,train,V06,policy,What is the current operating rule for review in the River profile of Atlas Nonprofit River? Benchmark case TRAIN-NON-01-666-05.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00475,W019,train,V07,requirement,What information is required before review for reference NON-01-666 in V07? Benchmark case TRAIN-NON-01-666-06.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00476,W019,train,V08,stale,"If the index still contains V06 for NON-01-666, can it safely answer a current question about grant? Benchmark case TRAIN-NON-01-666-07.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00477,W019,train,V09,conflict,"If an older security snapshot disagrees with the latest NON-01-666 release about review, which source should govern the answer? Benchmark case TRAIN-NON-01-666-08.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00478,W019,train,V10,multi_document,"For NON-01-666, combine the services and support guidance to explain how review is handled. Benchmark case TRAIN-NON-01-666-09.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00479,W019,train,V01,retrieval_control,Control NON-01-666-10: what is 687 + 337? Benchmark case TRAIN-NON-01-666-10.,Answer 1024 without corpus retrieval.,retrieval_not_needed,no,contact
Q00480,W019,train,V02,freshness,"For Atlas Nonprofit River (NON-01-666), what is the current published value associated with grant in version V02? Benchmark case TRAIN-NON-01-666-11.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00481,W019,train,V03,historical,"In website NON-01-666, what did the pricing guidance say in V03, and how is that different from the current release? Benchmark case TRAIN-NON-01-666-12.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00482,W019,train,V04,comparison,"Between V03 and V04, what changed for the grant workflow on NON-01-666? Benchmark case TRAIN-NON-01-666-13.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00483,W019,train,V05,change_detection,Which lifecycle change type should be assigned to the V05 update affecting review on NON-01-666? Benchmark case TRAIN-NON-01-666-14.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00484,W019,train,V06,policy,What is the current operating rule for review in the River profile of Atlas Nonprofit River? Benchmark case TRAIN-NON-01-666-15.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00485,W019,train,V07,requirement,What information is required before review for reference NON-01-666 in V07? Benchmark case TRAIN-NON-01-666-16.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00486,W019,train,V08,stale,"If the index still contains V06 for NON-01-666, can it safely answer a current question about grant? Benchmark case TRAIN-NON-01-666-17.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00487,W019,train,V09,conflict,"If an older security snapshot disagrees with the latest NON-01-666 release about review, which source should govern the answer? Benchmark case TRAIN-NON-01-666-18.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00488,W019,train,V10,multi_document,"For NON-01-666, combine the services and support guidance to explain how review is handled. Benchmark case TRAIN-NON-01-666-19.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00489,W019,train,V01,retrieval_control,Control NON-01-666-20: what is 257 + 307? Benchmark case TRAIN-NON-01-666-20.,Answer 564 without corpus retrieval.,retrieval_not_needed,no,contact
Q00490,W019,train,V02,freshness,"For Atlas Nonprofit River (NON-01-666), what is the current published value associated with grant in version V02? Benchmark case TRAIN-NON-01-666-21.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00491,W019,train,V03,historical,"In website NON-01-666, what did the pricing guidance say in V03, and how is that different from the current release? Benchmark case TRAIN-NON-01-666-22.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00492,W019,train,V04,comparison,"Between V03 and V04, what changed for the grant workflow on NON-01-666? Benchmark case TRAIN-NON-01-666-23.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00493,W019,train,V05,change_detection,Which lifecycle change type should be assigned to the V05 update affecting review on NON-01-666? Benchmark case TRAIN-NON-01-666-24.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00494,W019,train,V06,policy,What is the current operating rule for review in the River profile of Atlas Nonprofit River? Benchmark case TRAIN-NON-01-666-25.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00495,W020,train,V01,freshness,"For Atlas Media Lakeside (MED-01-703), what is the current published value associated with article in version V01? Benchmark case TRAIN-MED-01-703-00.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00496,W020,train,V02,historical,"In website MED-01-703, what did the pricing guidance say in V02, and how is that different from the current release? Benchmark case TRAIN-MED-01-703-01.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00497,W020,train,V03,comparison,"Between V02 and V03, what changed for the article workflow on MED-01-703? Benchmark case TRAIN-MED-01-703-02.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00498,W020,train,V04,change_detection,Which lifecycle change type should be assigned to the V04 update affecting subscription on MED-01-703? Benchmark case TRAIN-MED-01-703-03.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
